ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global
215,variable,127,,127,1,0,visible,ID FIGARO BR.ADJ. FR. CLASP,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/127.jpg,,,,,,,,,0,,thelength,9,1,0
216,variable,128,,128,1,0,visible,ID FIGARO BR. ADJ. FR CLASP,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/128.jpg,,,,,,,,,0,,thelength,9,1,0
217,variable,130,,130,1,0,visible,ID FIGARO BR. ADJ. FR. CLASP,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/130.jpg,,,,,,,,,0,,thelength,9,1,0
218,variable,131,,131,1,0,visible,I.D CURB BR.ADJ. FR. CLASP,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/131.jpg,,,,,,,,,0,,thelength,9,1,0
219,variable,132,,132,1,0,visible,ID CURB BR. ADJ. FR. CLASP,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/132.jpg,,,,,,,,,0,,thelength,9,1,0
220,variable,133,,133,1,0,visible,ID CURB BR.ADJ. FR. CLASP,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/133.jpg,,,,,,,,,0,,thelength,9,1,0
221,variable,134,,134,1,0,visible,ID CURB BR. ADJ. FR. CLASP,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/134.jpg,,,,,,,,,0,,thelength,9,1,0
222,variable,136,,136,1,0,visible,ID CURB BR.ADJ. FR. CLASP,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/136.jpg,,,,,,,,,0,,thelength,9,1,0
224,variable,137,,137,1,0,visible,ID CURB BR.ADJ. FR. CLASP,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/137.jpg,,,,,,,,,0,,thelength,9,1,0
225,variable,139,,139,1,0,visible,FIGARO 4.5mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/139.jpg,,,,,,,,,0,,thelength,"8, 16, 18, 20, 22, 24, 30",1,0
226,variable,140,,140,1,0,visible,FIGARO  6.5mm ADJUSTABLE DOWN,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/140.jpg,,,,,,,,,0,,thelength,"9, 18, 20, 22, 24, 30",1,0
227,variable,141,,141,1,0,visible,ID FIGARO BR.ADJ. FR. CLASP,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/141.jpg,,,,,,,,,0,,thelength,9,1,0
228,variable,142,,142,1,0,visible,CURB 11mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/142.jpg,,,,,,,,,0,,thelength,"9, 20, 24",1,0
229,variable,143,,143,1,0,visible,ID FIGARO BR.ADJ. FR. CLASP,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/143.jpg,,,,,,,,,0,,thelength,9,1,0
230,variable,144,,144,1,0,visible,CURB 9.5mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/144.jpg,,,,,,,,,0,,thelength,"9, 18, 20, 22, 24, 30",1,0
231,variable,145,,145,1,0,visible,ID FIGARO BR.ADJ. FR. CLASP,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/145.jpg,,,,,,,,,0,,thelength,9,1,0
232,variable,146,,146,1,0,visible,HEAVY CURB 12.8mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/146.jpg,,,,,,,,,0,,thelength,"9, 20, 24",1,0
233,variable,147,,147,1,0,visible,FIGARO 8.1mm ADJUSTABLE DOWN,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/147.jpg,,,,,,,,,0,,thelength,"9, 18, 20, 22, 24, 30",1,0
234,variable,148,,148,1,0,visible,8 SIDED  CURB 5.7mm 8.5,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/148.jpg,,,,,,,,,0,,thelength,"8.5, 18, 20, 22, 24",1,0
235,variable,149,,149,1,0,visible,FIGARO 11.5mm ADJUSTABLE,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/149.jpg,,,,,,,,,0,,thelength,"9, 20, 24",1,0
236,variable,150,,150,1,0,visible,ID FIGARO BR. ADJ. FR. CLASP,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/150.jpg,,,,,,,,,0,,thelength,9,1,0
237,variable,151,,151,1,0,visible,FIGARO 3.6mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/151.jpg,,,,,,,,,0,,thelength,"7.25, 16, 18, 20, 22, 24, 30",1,0
238,variable,152,,152,1,0,visible,FIGARO 13mm ADJUSTABLE,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/152.jpg,,,,,,,,,0,,thelength,"9, 20, 24",1,0
240,variable,155,,155,1,0,visible,ANCHOR FIGARO 5.8mm THICKER,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/155.jpg,,,,,,,,,0,,thelength,"8, 18, 20, 22, 24, 30",1,0
241,variable,156,,156,1,0,visible,FIGARO 5.7mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/156.jpg,,,,,,,,,0,,thelength,"9, 18, 20, 22, 24, 30",1,0
242,variable,157,,157,1,0,visible,ANCHOR FIGARO 3.3mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/157.jpg,,,,,,,,,0,,thelength,"7.25, 16, 18, 20, 22, 24, 30",1,0
243,variable,158,,158,1,0,visible,8 SIDED CURB 4.6mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/158.jpg,,,,,,,,,0,,thelength,"8, 18, 20, 22, 24",1,0
245,variable,160,,160,1,0,visible,BOX GOLD PLATED,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/160.jpg,,,,,,,,,0,,thelength,18,1,0
246,variable,162,,162,1,0,visible,CURB GOLD PLATED,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/162.jpg,,,,,,,,,0,,thelength,"16, 18",1,0
247,variable,164,,164,1,0,visible,MEN'S BVLD CURB BR P26,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/164.jpg,,,,,,,,,0,,thelength,8.25,1,0
248,variable,165,,165,1,0,visible,DB. BEVELD  CURB 5.6mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/165.jpg,,,,,,,,,0,,thelength,"7.25, 18, 20, 22, 24",1,0
249,variable,166,,166,1,0,visible,ANCHOR FIGARO 3.8mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/166.jpg,,,,,,,,,0,,thelength,"7.25, 16, 18, 20, 22, 24, 30",1,0
250,variable,167,,167,1,0,visible,ANCHOR FIGARO,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/167.jpg,,,,,,,,,0,,thelength,"7.5, 16, 18, 20, 22, 24, 30",1,0
252,variable,169,,169,1,0,visible,ANCHOR FIGARO 7mm 8.5,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/169.jpg,,,,,,,,,0,,thelength,"8.5, 18, 20, 22, 24, 30",1,0
253,variable,170,,170,1,0,visible,ANCHOR FIGARO 10mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/170.jpg,,,,,,,,,0,,thelength,"8.5, 18, 20, 22, 24, 30",1,0
254,variable,171,,171,1,0,visible,ANCHOR FIGARO 11mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/171.jpg,,,,,,,,,0,,thelength,"9, 18, 20, 22",1,0
255,variable,172,,172,1,0,visible,CURB DOUBLE 3mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/172.jpg,,,,,,,,,0,,thelength,"7.25, 16, 18, 20, 22, 24, 30",1,0
256,variable,173,,173,1,0,visible,ANCHOR FIGARO 12.5mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/173.jpg,,,,,,,,,0,,thelength,"9, 18, 20, 22",1,0
257,variable,174,,174,1,0,visible,CURB 8mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/174.jpg,,,,,,,,,0,,thelength,"9, 18, 20, 22, 24, 30",1,0
258,variable,175,,175,1,0,visible,HEAVY CURB 14.5mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/175.jpg,,,,,,,,,0,,thelength,"9, 20, 24",1,0
259,variable,176,,176,1,0,visible,CURB 6.5mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/176.jpg,,,,,,,,,0,,thelength,"9, 18, 20, 22, 24, 30",1,0
260,variable,185,,185,1,0,visible,DB BEAVLED CURB 3.8mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/185.jpg,,,,,,,,,0,,thelength,"7.25, 16, 18, 20, 22, 24, 30",1,0
261,variable,187,,187,1,0,visible,TIFFANY BRACELET FANCY,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/187.jpg,,,,,,,,,0,,thelength,7,1,0
262,variable,188,,188,1,0,visible,ROLO CIRCLE 2.5mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/188.jpg,,,,,,,,,0,,thelength,"7, 16, 18, 20, 24",1,0
263,variable,190,,190,1,0,visible,TIFFANY STYLE BRACELET,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/190.jpg,,,,,,,,,0,,thelength,7,1,0
264,variable,191,,191,1,0,visible,MEDICAL FIGARO LADIES,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/191.jpg,,,,,,,,,0,,thelength,7.25,1,0
265,variable,194,,194,1,0,visible,MEDICAL CURB LADIES,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/194.jpg,,,,,,,,,0,,thelength,7.25,1,0
266,variable,195,,195,1,0,visible,MEDICAL FIGARO MEN'S ADJ,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/195.jpg,,,,,,,,,0,,thelength,9,1,0
267,variable,195B 9,,195B 9,1,0,visible,MEN'S MEDICAL BR,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,,0,,thelength,8,1,0
268,variable,201,,201,1,0,visible,MEDICAL CURB MEN'S ADJ,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/201.jpg,,,,,,,,,0,,thelength,9,1,0
269,variable,203,,203,1,0,visible,ROLO OVAL 2.8mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/203.jpg,,,,,,,,,0,,thelength,"7.25, 16, 18, 20, 24, 30",1,0
270,variable,204,,204,1,0,visible,ROLO OVAL 2.8mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/204.jpg,,,,,,,,,0,,thelength,"7.25, 16, 18, 20, 24",1,0
271,variable,207,,207,1,0,visible,CIRCLE LINK 0.8mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/207.jpg,,,,,,,,,0,,thelength,"16, 18, 20",1,0
272,variable,210,,210,1,0,visible,CIRCLE LINK 1.7mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/210.jpg,,,,,,,,,0,,thelength,"7.25, 16, 18, 20",1,0
273,variable,219,,219,1,0,visible,ALT LINK1.3mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/219.jpg,,,,,,,,,0,,thelength,"16, 18, 20",1,0
274,variable,222,,222,1,0,visible,ALT. LINK 1.8mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/222.jpg,,,,,,,,,0,,thelength,"7.25, 16, 18, 20, 24",1,0
275,variable,225,,225,1,0,visible,ALT. LINK 3.2mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/225.jpg,,,,,,,,,0,,thelength,"7.25, 16, 18, 20, 22, 24, 26, 30",1,0
276,variable,226,,226,1,0,visible,OPEN ROPE 1.3mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/226.jpg,,,,,,,,,0,,thelength,"7, 16, 18, 20, 24, 30",1,0
277,variable,227,,227,1,0,visible,OPEN ROPE 2.1mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/227.jpg,,,,,,,,,0,,thelength,"7.25, 16, 18, 20, 22, 24, 30",1,0
278,variable,229,,229,1,0,visible,OPEN ROPE 1.9mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/229.jpg,,,,,,,,,0,,thelength,"7.25, 14, 16, 18, 20, 22, 24, 30",1,0
279,variable,230,,230,1,0,visible,OPEN ROPE 2.3mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/230.jpg,,,,,,,,,0,,thelength,"7.25, 16, 18, 20, 22, 24, 26, 28, 30, 36",1,0
280,variable,232,,232,1,0,visible,ALT LINK 4mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/232.jpg,,,,,,,,,0,,thelength,"7.25, 16, 18, 20, 22, 24, 30",1,0
281,variable,241,,241,1,0,visible,ROPE OPEN 2.6mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/241.jpg,,,,,,,,,0,,thelength,"7.25, 16, 18, 20, 22, 24, 30",1,0
282,variable,246,,246,1,0,visible,ROPE OPEN 5mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/246.jpg,,,,,,,,,0,,thelength,"7.25, 18, 20, 24",1,0
283,variable,259,,259,1,0,visible,ALT FANCY 2.6mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/259.jpg,,,,,,,,,0,,thelength,"7.25, 16, 18, 20",1,0
284,variable,260,,260,1,0,visible,ROPE hollow 9.5mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/260.jpg,,,,,,,,,0,,thelength,"7.5, 20",1,0
285,variable,263,,263,1,0,visible,HEART MIX DANGLE BRACELET,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/263.jpg,,,,,,,,,0,,thelength,7.25,1,0
286,variable,264,,264,1,0,visible,TASSEL LINK & BALL ADJ BR,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/264.jpg,,,,,,,,,0,,thelength,7,1,0
287,variable,265,,265,1,0,visible,OVAL MODERN FANCY CLASP,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/265.jpg,,,,,,,,,0,,thelength,8,1,0
288,variable,273,,273,1,0,visible,POPCORN 1.5mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/273.jpg,,,,,,,,,0,,thelength,"7, 16, 18, 20",1,0
289,variable,274,,274,1,0,visible,GUCCI,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/274.jpg,,,,,,,,,0,,thelength,"7, 16, 18, 20, 24, 30",1,0
291,variable,275,,275,1,0,visible,GUCCI,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/275.jpg,,,,,,,,,0,,thelength,"7.25, 16, 18, 20, 24, 30",1,0
292,variable,276,,276,1,0,visible,GUCCI,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/276.jpg,,,,,,,,,0,,thelength,"7.25, 16, 18, 20, 24",1,0
293,variable,277,,277,1,0,visible,POPCORN 1.7mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/277.jpg,,,,,,,,,0,,thelength,"7, 16, 18, 20",1,0
295,variable,289,,289,1,0,visible,ID LADIES OVAL LINK,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/289.jpg,,,,,,,,,0,,thelength,7.5,1,0
296,variable,290,,290,1,0,visible,LADIES ID OVAL P10,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/290.jpg,,,,,,,,,0,,thelength,7.5,1,0
297,variable,291,,291,1,0,visible,LADIES ID P10,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/291.jpg,,,,,,,,,0,,thelength,7.5,1,0
298,variable,293,,293,1,0,visible,BRUSHED LINK ID P10,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/293.jpg,,,,,,,,,0,,thelength,9,1,0
300,variable,295,,295,1,0,visible,BRUSHED LINK ID P10,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/295.jpg,,,,,,,,,0,,thelength,9,1,0
301,variable,296,,296,1,0,visible,BRUSHED LINK ID P10,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/296.jpg,,,,,,,,,0,,thelength,9,1,0
303,variable,299,,299,1,0,visible,BRUSHED LINK ID P10,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/299.jpg,,,,,,,,,0,,thelength,9,1,0
304,variable,310,,310,1,0,visible,BRUSHED LINK ID P10,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/310.jpg,,,,,,,,,0,,thelength,9,1,0
305,variable,312,,312,1,0,visible,ROPE 3 BALL,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/312.jpg,,,,,,,,,0,,thelength,"18, 20",1,0
306,variable,313,,313,1,0,visible,CIRCLE & BALL,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/313.jpg,,,,,,,,,0,,thelength,"7.25, 18",1,0
308,variable,317,,317,1,0,visible,C LINK BRACELET,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/317.jpg,,,,,,,,,0,,thelength,7.25,1,0
309,variable,318,,318,1,0,visible,C LINK LARGE & SMALL BR,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/318.jpg,,,,,,,,,0,,thelength,7.25,1,0
310,variable,319,,319,1,0,visible,OVAL FANCY,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/319.jpg,,,,,,,,,0,,thelength,"18, 20, 24",1,0
312,variable,321,,321,1,0,visible,CIRCLE & OVAL BRACELET,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/321.jpg,,,,,,,,,0,,thelength,7.25,1,0
313,variable,323,,323,1,0,visible,ROLO,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/323.jpg,,,,,,,,,0,,thelength,"7.25, 18, 20",1,0
314,variable,325,,325,1,0,visible,SPIRAL ROPE ,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/325.jpg,,,,,,,,,0,,thelength,"7.25, 16, 18, 20, 24, 30",1,0
315,variable,326,,326,1,0,visible,DOUBLE ROMBO BRAID 6mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/326.jpg,,,,,,,,,0,,thelength,"7.25, 8, 18, 20, 24, 30",1,0
316,variable,327,,327,1,0,visible,CHARM & FANCY BRACELET,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/327.jpg,,,,,,,,,0,,thelength,7.25,1,0
317,variable,328,,328,1,0,visible,CHARM & FANCY BRACELET,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/328.jpg,,,,,,,,,0,,thelength,"7.25, 8",1,0
318,variable,329,,329,1,0,visible,CHARM FANCY BRACELET,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/329.jpg,,,,,,,,,0,,thelength,7.25,1,0
319,variable,330,,330,1,0,visible,CHARM & FANCY BRACELET,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/330.jpg,,,,,,,,,0,,thelength,7.25,1,0
320,variable,331,,331,1,0,visible,SLIDDING BALL ADJ,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/331.jpg,,,,,,,,,0,,thelength,"7.25, 16, 18",1,0
321,variable,332,,332,1,0,visible,SLIDING HEART & BALLS ADJ,,,,taxable,,0,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/332.jpg,,,,,,,,,0,,thelength,"7.25, 16, 18",1,0
322,variable,333,,333,1,0,visible,TWIST  BALL,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/333.jpg,,,,,,,,,0,,thelength,"7.25, 16, 18, 20",1,0
323,variable,334,,334,1,0,visible,SPARkLE TWIST 3.3MM,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/334.jpg,,,,,,,,,0,,thelength,"7.25, 16, 18, 20",1,0
324,variable,336,,336,1,0,visible,ROLO FANCY,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/336.jpg,,,,,,,,,0,,thelength,"7.25, 18",1,0
325,variable,337,,337,1,0,visible,GREEK SNAKE 1.2mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,,0,,thelength,"7, 16, 18, 20, 22, 24, 30",1,0
326,variable,338,,338,1,0,visible,GREEK SNAKE 1.3mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,,0,,thelength,"7.25, 16, 18, 20, 22, 24, 30",1,0
327,variable,340,,340,1,0,visible,GREEK SNAKE 1.7mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,,0,,thelength,"7.25, 16, 18, 20, 22, 24, 30",1,0
328,variable,342,,342,1,0,visible,SNAKE 3 BALL 1.8mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/342.jpg,,,,,,,,,0,,thelength,"7.25, 16, 18, 20",1,0
329,variable,343,,343,1,0,visible,SNAKE 1 BALL 3.1mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/343.jpg,,,,,,,,,0,,thelength,"7.25, 16, 18, 20",1,0
330,variable,344,,344,1,0,visible,GREEK SNAKE 1mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,,0,,thelength,"16, 18, 20",1,0
331,variable,345,,345,1,0,visible,SNAKE 5mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,,0,,thelength,"7.25, 18, 20",1,0
332,variable,346,,346,1,0,visible,TUBE & CIRCLE BRACELET,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/346.jpg,,,,,,,,,0,,thelength,7.25,1,0
333,variable,351,,351,1,0,visible,CELTIC & BALL BRACELET,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/351.jpg,,,,,,,,,0,,thelength,7.25,1,0
334,variable,352,,352,1,0,visible,HEART DANGLING BRACELET,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/352.jpg,,,,,,,,,0,,thelength,7.25,1,0
335,variable,354,,354,1,0,visible,OPEN BRAID P30,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/354.jpg,,,,,,,,,0,,thelength,7.25,1,0
336,variable,355,,355,1,0,visible,POPCORN 2mm,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/355.jpg,,,,,,,,,0,,thelength,"7.25, 16, 18, 20",1,0
337,variable,356,,356,1,0,visible,ANKLET HEART SNAKE ADJ,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/356.jpg,,,,,,,,,0,,thelength,9,1,0
338,variable,360,,360,1,0,visible,ANKLET ID OVAL ROLO ADJ,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/360.jpg,,,,,,,,,0,,thelength,9,1,0
339,variable,362,,362,1,0,visible,ANKLET ID OVAL BOX/BALL,,,,taxable,,1,,,0,0,,,,,1,,,,,,,https://rousseauchain.com/wp-content/uploads/product_images/362.jpg,,,,,,,,,0,,thelength,9,1,0
